employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Manager,Installation/Maintenance/Repair,12.5,Giza,Egypt,7,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,8,Construction Engineering,Technical Office
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Beni Suef,Egypt,8,Civil Engineering,Construction
Full Time,Hybrid,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Sales,Sales Target
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Giza,Egypt,3,Inventory Control,Accounting
Full Time,On-site,Manager,Operations/Management,7.5,Sharqia,Egypt,3,Security,Manger
Full Time,On-site,Experienced,Manufacturing/Production,2.0,Giza,Egypt,7,SMT,Production
Full Time,On-site,Experienced,Logistics/Supply Chain,3.0,Cairo,Egypt,4,Logistics,Shipping
Full Time,On-site,Entry Level,Manufacturing/Production,1.0,Giza,Egypt,3,Engineering,Mechanical Engineering
Full Time,On-site,Manager,Operations/Management,9.0,Cairo,Egypt,3,Quality Control,Quality Assurance
Full Time,On-site,Entry Level,R&D/Science,2.0,Sharqia,Egypt,6,Chemical Engineering,Chemistry
Full Time,On-site,Entry Level,Quality,0.5,Giza,Egypt,2,Engineering,Quality Control
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Cairo,Egypt,7,Logistics,Shopify
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,4,Accounting,Cost Accounting
Full Time,On-site,Experienced,Education/Teaching,3.0,Giza,Egypt,8,English Teaching,Teaching
Full Time,On-site,Experienced,Education/Teaching,5.0,Giza,Egypt,8,Computer Science,Teaching
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,3,Accounting,Finance
Full Time,On-site,Manager,Education/Teaching,5.0,Giza,Egypt,8,Management,Mathematics
Full Time,On-site,Manager,Education/Teaching,5.0,Giza,Egypt,8,English Teaching,Teaching
Full Time,On-site,Experienced,Accounting/Finance,2.0,Giza,Egypt,5,Accounting,Accounts Receivable
Full Time,On-site,Experienced,Manufacturing/Production,5.0,Cairo,Egypt,8,CAD,CAM
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Giza,Egypt,8,Electrical Engineering,Engineering
Full Time,On-site,Manager,Administration,4.5,Cairo,Egypt,3,Administration,Office management
Full Time,On-site,Manager,Administration,6.0,Cairo,Egypt,3,Administration,Office management
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Gharbia,Egypt,6,Construction,AutoCAD
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,2.0,Giza,Egypt,2,Information Technology (IT),Computer Science
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Giza,Egypt,4,Computer Science,Engineering
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,6,Phone Screening,whatsapp
Full Time,On-site,Manager,IT/Software Development,8.5,Cairo,Egypt,7,Computer Science,Information Technology (IT)
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Giza,Egypt,3,Procurement,Purchasing
Full Time,On-site,Manager,Accounting/Finance,8.5,Cairo,Egypt,2,Unknown,making end closing
Full Time,On-site,Manager,Hospitality/Hotels/Food Services,9.0,Giza,Egypt,5,Food & Beverage,Restaurant Management
Full Time,On-site,Experienced,Installation/Maintenance/Repair,9.0,Sharqia,Egypt,4,Maintenance,Electrical Engineering
Full Time,On-site,Manager,Accounting/Finance,12.5,Cairo,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Installation/Maintenance/Repair,9.0,Sharqia,Egypt,3,Maintenance,Mechanical Engineering
Full Time,On-site,Experienced,Accounting/Finance,6.0,Giza,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Creative/Design/Art,7.5,Cairo,Egypt,8,Pattern making,Size grading
Full Time,On-site,Senior Management,Business Development,14.0,Giza,Egypt,7,Marketing,Sales
Full Time,Hybrid,Entry Level,Sales/Retail,2.0,Cairo,Egypt,8,Real Estate Sales,Brokerage
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.5,Giza,Egypt,6,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.0,Cairo,Egypt,8,Revit,Shop Drawings
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.5,Giza,Egypt,7,Engineering,Maintenance
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,6,Stock,Supply Chain
Full Time,On-site,Experienced,Administration,5.0,Giza,Egypt,3,Administration,Microsoft Office
Full Time,On-site,Entry Level,Administration,3.0,Cairo,Egypt,5,Admin,Administration
Full Time,Hybrid,Manager,IT/Software Development,10.0,Cairo,Egypt,6,Computer Engineering,Data Science
Full Time,On-site,Entry Level,Human Resources,1.0,Giza,Egypt,3,Human Resources (HR),Personnel
Full Time,On-site,Manager,Marketing/PR/Advertising,7.5,Dakahlia,Egypt,8,marketing manager,Digital Marketing
Full Time,On-site,Experienced,Purchasing/Procurement,6.0,Cairo,Egypt,4,Engineering,Mechanical Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,3,AutoCAD,Technical Office Engineering
Full Time,On-site,Experienced,Logistics/Supply Chain,6.0,Giza,Egypt,2,Inventory Control,Supply Chain
Full Time,On-site,Senior Management,Accounting/Finance,14.0,Giza,Egypt,8,ERP,Finance
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,8,Civil Engineering,Communication skills
Full Time,Hybrid,Manager,IT/Software Development,7.5,Cairo,Egypt,8,Data Science,Machine Learning
Full Time,Remote,Experienced,IT/Software Development,5.0,Cairo,Egypt,3,AI,Natural Language Processing (NLP)
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,8,Demand Planning,Engineering
Full Time,On-site,Entry Level,IT/Software Development,2.0,Monufya,Egypt,8,Python,Flask
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,8,AutoCAD,Civil Engineering
Full Time,On-site,Experienced,Accounting/Finance,2.0,Cairo,Egypt,3,Finance,Trade
Full Time,On-site,Manager,Installation/Maintenance/Repair,12.5,Giza,Egypt,2,Maintenance,Mechanical Engineering
Part Time,Hybrid,Experienced,IT/Software Development,5.0,Cairo,Egypt,5,Information Technology (IT),Cyber Security
Full Time,On-site,Entry Level,IT/Software Development,2.0,Cairo,Egypt,7,BI,Oracle Obiee
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,2,Logistics,importation
Full Time,On-site,Entry Level,Business Development,2.0,Cairo,Egypt,7,Microsoft Office,Management
Full Time,On-site,Experienced,Operations/Management,8.0,Giza,Egypt,7,Painting,Electrostatic Painting
Full Time,On-site,Experienced,Logistics/Supply Chain,9.0,Beheira,Egypt,7,SKU Management,Stock Control
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,8,Communication,Customer Service
Full Time,On-site,Manager,Engineering - Other,8.5,Riyadh,Saudi Arabia,4,XENTRY,ISTA
Full Time,On-site,Experienced,Human Resources,5.0,Sharqia,Egypt,8,Human Resources,Human Resources (HR)
Full Time,On-site,Experienced,Human Resources,3.0,Sharqia,Egypt,8,Management,Human Resources (HR)
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.5,Red Sea,Egypt,5,HVAC Systems,Firefighting System
Full Time,On-site,Experienced,Quality,3.0,Giza,Egypt,8,Safety,HSE Management Systems
Full Time,Hybrid,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Data Science,Machine Learning
Full Time,On-site,Manager,Manufacturing/Production,16.0,Giza,Egypt,5,Packaging,Sourcing
Full Time,On-site,Manager,Logistics/Supply Chain,6.5,Alexandria,Egypt,7,Logistics,Procurement
Full Time,On-site,Experienced,Quality,6.5,Sharqia,Egypt,3,Quality Control,Quality Assurance
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Qena,Egypt,8,Accounting,Financial Management
Full Time,On-site,Experienced,Accounting/Finance,6.5,Sharqia,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Administration,6.5,Sharqia,Egypt,4,Storekeeping,Warehousing
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,3.5,Ismailia,Egypt,7,Mechanical Engineering,Production Engineering
Full Time,On-site,Manager,R&D/Science,7.5,Alexandria,Egypt,5,Quality Assurance,Engineering
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Sharqia,Egypt,5,Electrical Engineering,Engineering
Full Time,On-site,Manager,Business Development,7.5,Cairo,Egypt,8,B2B Sales,Sales
Full Time,On-site,Experienced,Human Resources,3.0,Cairo,Egypt,8,Human Resources,Human Resources (HR)
Full Time,On-site,Experienced,Engineering - Oil & Gas/Energy,6.0,Alexandria,Egypt,8,ESP,Engineering
Full Time,On-site,Experienced,Creative/Design/Art,3.5,Giza,Egypt,6,Adobe Illustrator,Graphic Design
Full Time,On-site,Manager,Customer Service/Support,7.5,Cairo,Egypt,3,Customer Service,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,5,Architecture,Engineering
Full Time,On-site,Experienced,Operations/Management,5.0,Sharqia,Egypt,3,Export,Management
Full Time,On-site,Experienced,Manufacturing/Production,5.5,Sharqia,Egypt,6,QC,Metal industry
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Damietta,Egypt,8,Maintenance,Mechanical Engineering
Full Time,On-site,Experienced,Accounting/Finance,4.0,Sharqia,Egypt,4,Accounting,Cost Accounting
Full Time,On-site,Manager,Accounting/Finance,5.0,Giza,Egypt,7,Accounting,ERP
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Giza,Egypt,3,Accounts Receivable,Accounting
Full Time,On-site,Experienced,Marketing/PR/Advertising,2.0,Cairo,Egypt,7,Digital Marketing,Marketing
Full Time,Hybrid,Manager,Engineering - Construction/Civil/Architecture,12.5,Giza,Egypt,7,Architecture,Engineering
Full Time,Hybrid,Manager,Administration,12.5,Giza,Egypt,5,Document Control,Quality Control
Full Time,Hybrid,Manager,Engineering - Construction/Civil/Architecture,10.0,Giza,Egypt,8,Civil Engineering,Engineering
Full Time,On-site,Experienced,Business Development,5.0,Al Ahsa,Saudi Arabia,7,Sales,Outdoor Sales
Full Time,Remote,Experienced,Administration,2.0,Houston,United States,7,Microsoft Office,Office management
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Alexandria,Egypt,7,Social Media,Market Research
Full Time,Remote,Entry Level,Sales/Retail,1.5,Cairo,Egypt,8,Sales Target,Sales
Part Time,Remote,Entry Level,Marketing/PR/Advertising,3.5,Cairo,Egypt,8,Influencer marketing,Marketing Communications
Full Time,On-site,Manager,Accounting/Finance,7.5,Giza,Egypt,3,Accounting,Finance
Full Time,On-site,Experienced,Manufacturing/Production,5.0,Cairo,Egypt,7,Quality Control,Root Cause Analysis
Part Time,Remote,Experienced,Customer Service/Support,3.0,Cairo,Egypt,8,Sales,B2B Sales
Full Time,On-site,Experienced,Education/Teaching,4.0,Giza,Egypt,8,Teaching,Training
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,8,Bilingual Communication,Customer Service
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,5,AutoCAD,BIM
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Python,Django
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,9.0,Cairo,Egypt,7,AutoCAD,Design
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,9.0,Cairo,Egypt,6,AutoCAD,Design
Full Time,On-site,Entry Level,Customer Service/Support,1.5,Cairo,Egypt,7,Software Implementation,Technical Consulting
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,5,Customer support,Communication
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,4,Customer Service,Customer Support
Full Time,Remote,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,4,Customer Service,Customer Support
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.0,Qalubia,Egypt,8,Electrical Engineering,Electronics Maintenance
Full Time,On-site,Experienced,Business Development,9.0,Cairo,Egypt,8,B2B Sales,B2B
Full Time,On-site,Experienced,Human Resources,5.5,Cairo,Egypt,8,Recruitment,Human Resources (HR)
Full Time,On-site,Entry Level,Sales/Retail,1.5,Cairo,Egypt,6,Fashion Sales,Sales
Full Time,On-site,Entry Level,Logistics/Supply Chain,1.0,Cairo,Egypt,7,Spare Parts,Sales
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,5,Office Administration,Human Resources (HR)
Full Time,Hybrid,Experienced,Administration,5.0,Alexandria,Egypt,3,Trello,Project Management
Internship,Hybrid,Entry Level,IT/Software Development,,Alexandria,Egypt,3,Information Technology (IT),Project Management
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,8,Accounting,Banking
Full Time,On-site,Manager,Sales/Retail,8.5,Cairo,Egypt,5,Sales,Real Estate
Full Time,Remote,Manager,Creative/Design/Art,5.0,Auckland,New Zealand,8,Blender,Adobe After Effects
Full Time,On-site,Experienced,Customer Service/Support,5.0,Cairo,Egypt,3,Information technology,Technical Support
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,5,Architecture,AutoCAD
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,8,Civil Engineering,Construction
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.0,Giza,Egypt,3,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,2.0,Cairo,Egypt,8,Construction,Engineering
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,6,Adobe illustrator,Adobe Photoshop
Freelance / Project,Remote,Experienced,Education/Teaching,9.0,Cairo,Egypt,8,Data Analysis,Databases
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,8,Civil Engineering,Construction
Full Time,On-site,Entry Level,Sales/Retail,,Cairo,Egypt,7,Sales and negotiation,Customer relationship management
Full Time,On-site,Entry Level,Creative/Design/Art,2.0,Cairo,Egypt,7,Kitchen Design,3D Rendering
Full Time,On-site,Experienced,Manufacturing/Production,4.5,Cairo,Egypt,7,Quality,Communication Skills
Full Time,On-site,Entry Level,Education/Teaching,,Giza,Egypt,8,Early Childhood Education,English Language Teaching
Full Time,On-site,Experienced,Creative/Design/Art,5.5,Cairo,Egypt,7,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Entry Level,Sales/Retail,1.0,Cairo,Egypt,5,Sales,Sales Target
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Cairo,Egypt,8,Planning,ERP
Full Time,Remote,Entry Level,IT/Software Development,1.0,Nablus,Palestine,5,Customer Service,Programming
Full Time,Remote,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,7,Revit API,C#
Full Time,On-site,Senior Management,Accounting/Finance,14.0,Alexandria,Egypt,6,Accounting,HR
Full Time,Hybrid,Manager,Operations/Management,6.5,Giza,Egypt,5,Merchandising,Sales
Full Time,On-site,Experienced,Business Development,2.0,Cairo,Egypt,6,Outdoor Sales,Sales Target
Full Time,On-site,Manager,Accounting/Finance,6.0,Cairo,Egypt,7,Auditing,Finance
Full Time,On-site,Experienced,Business Development,3.5,Sharqia,Egypt,8,Development,Organizational Development
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Giza,Egypt,2,Custom Clearance,Customer Service
Full Time,On-site,Experienced,IT/Software Development,1.5,Giza,Egypt,4,Application Support,Information Technology (IT)
Full Time,On-site,Experienced,Administration,4.0,Giza,Egypt,2,Administration,Microsoft Office
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Giza,Egypt,8,Interior Design,3D Visualization
Full Time,On-site,Experienced,Sales/Retail,3.0,Cairo,Egypt,7,Negotiation,Sales Skills
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,1.0,Cairo,Egypt,6,Engineering,Mechanical Engineering
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,6,Commercial Coordination,Communication
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Alexandria,Egypt,6,Civil Engineering,Cost Control
Full Time,On-site,Entry Level,Customer Service/Support,1.5,Giza,Egypt,6,Call Center,Customer Care
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,4,Administration,Office management
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.0,Giza,Egypt,8,Engineering,control
Full Time,On-site,Experienced,Project/Program Management,8.5,Giza,Egypt,6,Project Coordination,Project Management
Full Time,On-site,Entry Level,Sales/Retail,4.0,Cairo,Egypt,8,Communication skills,Retail
Full Time,On-site,Experienced,Sales/Retail,2.0,Giza,Egypt,2,Telesales,Sales
Full Time,On-site,Experienced,Engineering - Telecom/Technology,6.0,Giza,Egypt,6,Drafting,Revit BIM
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,4,AutoCAD,Engineering
Full Time,On-site,Experienced,IT/Software Development,2.5,Cairo,Egypt,8,Sales,Engineering
Full Time,On-site,Experienced,Administration,3.5,Giza,Egypt,7,Communication,Customer Service
Full Time,On-site,Manager,Business Development,10.0,Alexandria,Egypt,7,Customer Care,Customer Support
Full Time,On-site,Experienced,Marketing/PR/Advertising,5.5,Giza,Egypt,7,Public Relations,Social Media
Full Time,On-site,Experienced,Marketing/PR/Advertising,5.5,Cairo,Egypt,3,Marketing,Brand Marketing
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Giza,Egypt,6,Call Center,Customer Service
Full Time,Hybrid,Experienced,Customer Service/Support,5.0,Alexandria,Egypt,2,Account Management,Project Management
Full Time,On-site,Experienced,Marketing/PR/Advertising,4.5,Cairo,Egypt,3,business,Advertising
Full Time,On-site,Experienced,Human Resources,5.0,Giza,Egypt,8,Human Resources (HR),HR Diploma
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.5,Cairo,Egypt,7,Data Analysis,Market Research
Full Time,Hybrid,Experienced,Installation/Maintenance/Repair,4.0,Cairo,Egypt,7,Computer Science,Engineering
Full Time,On-site,Manager,Marketing/PR/Advertising,3.0,Cairo,Egypt,8,Branding,Market Research
